undergrad_uni,undergrad_uni_tier
VVCE,2
"Indian Institute of information Technology , Dharwad",2
"D. Y. Patil, Mumbai",2
G B Pant Government Engineering College ,2
"Suman Ramesh Tulsiani Technical Campus - Faculty Of Engineering, Kamshet",3
"Brahmdevdada Mane Institute of Technology, Solapur",3
Universidad de las Americas,2
department of technology ,3
Universidad Rafael Urdaneta,3
Vellore Institute of Technology  - Chennai,2
"Indian Institute of Science Education and Research, Kolkata",1
University college of engineering jntu kakinda,2
"D.Y.Patil college of engineering kolhapur,kolhapur",3
prasad v potluri siddhartha institute of technology,3
Vidhyavardhini college of engineering and technology,3
RGCER,3
nv patel science college,3
"Sreenidhi Institute Of Science And Technology, Hyderabad",2
Gitam college of engineering and technology,2
bharat college of engineering badalapur,3
R. A. Podar College of Commerce and Economics,2
St.Thomas' College of Engineering and Technology,3
Kathford International College,3
"Kokan gyanpeeth college of Engennering, Karjat",3
Dr Babasaheb Ambedkar Technological University Lonere,2
JSPM BHIVRABAI SAWANT EDUCATION SOCIETY,3
PES Institute Of Technology,2
kakathiya university,2
The University of Manchester,1
Arvindbhai Patel Institute of Environmental Design,3
"JSS Science and Technology University, Mysuru",2
"Arignar Anna Institute of Science & Technology , Sriperumbudur",3
gvpcew,3
"university college for women, osmania university ",2
Institute of Technology and Marine Engineering,3
T John Institute Of Technology,3
Vaagdevi engineering college,3
"GIDC Engineering,abrama",3
KKR AND KSR INSTITUTE OF TECHNOLOGY AND SCIENCES,3
Institute of Business Administration,3
Gharda Institute Of Technology,3
"new york institute of technology, Vancouver",2
kakatiya universtiy,2
"The national institute of engineering, Mysuru",2
Venkteshwar Institute of Technology,3
institute of chemical technology,1
"Indian Institute of Information Technology, Dharwad",2
Anish,3
ITM VOCATIONAL UNIVERSITY,3
Vishveshvaraya Technological University,2
Aditya Engineering College,3
Maharishi Arvind International Institute of Technology,3
"University of Pune, MIT",2
"Swami Vivekanand College of Engineering, Indore",3
Vidyavardhaka college of engineering,3
Webster,3
"Amity University, Noida",2
modern dental college,3
SBRR Mahajana First Grade College,3
De La Salle University,2
Rashtriya college,3
anil neerukonda institute of technology and sciences,3
SNIST,3
st. josephs degree and pg college,3
Sinhagad Academy Of Engineering,3
Manav Rachna University,2
K K Wagh Institute of Engineering and Research ,3
mkk,3
Impact school of Architecture,3
Mahatma Gandhi Engineering College,3
M S Ramaiah Institute of Technology,2
guru tegh bahadur institute of technology,3
"Centre For Converging Technologies, University Of Rajasthan",3
SKN college of engineering vadgaon,3
utkal university,3
ITS Engineering College ,3
mallareddy engineering college for women,3
RVITM,3
people education society,3
"Finolex Academy Of Management And Technology, Ratnagiri",3
"International Institute of Information Technology , Pune",2
sarojini inst of technology,3
Punjab institute of Technology,3
Ashoka Center for Business and Computer Studies,3
"Yadavrao Tasgaonkar Institute Of Engineering & Technology , Bhivpuri",3
btech college ,3
NSS C,3
Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology,2
"Fr. C. Rodrigues Institute Of Technology, Vashi",3
RMCET,3
qiscet,3
gayatri vidya parishad school of engineering,3
pillais college of architecture,3
Daiict ,2
UVCE,3
"Thakur college of engineering and technology., Mumbai",3
GB Pant University of Agriculture and Technology,2
g Pullaiah College of Engineering and Technology ,3
Sri Venkateshwara College Of Engineering,3
bhopal school of social sciences,3
B. K. Birla Institute of Engineering & Technology,3
International Institute Of Information Technology Bangalore,2
father Rodriguez institute of technology,3
Tongji University,1
Thapar Institute ,2
Sridevi women's engineering college,3
College Of Engineering And Technology,3
CMR College of Engineering ,3
National Institute if Technology Andhra Pradesh,2
ms Ramaiah,2
Government College of Engineering and Ceramic Technology,3
Jawahar Lal Nehru technological University Hyderabad,2
M.O.P Vaishnav College for Women,3
National Institute of Science & Technology,3
Aalim Muhammed Salegh College of Engineering,3
Rayalaseema university,3
DRK INSTITUTE OF SCIENCE AND TECHNOLOGY ,3
KIET Group of Institutions,3
"Indian Institute of Information Technology, Surat",2
Islamic University Of Technology,3
Shri Madhwa Vadiraja Institute Of Technology?,3
G.H.Patel College of Engineerin and Technology,2
"Siddhant College Of Engineering, Maval",3
Shiv Nadar Univeristy,2
BITS PILANI DUBAI CAMPUS,2
"Narsee Monjee Institute of Management Studies ,",2
MVGR college ,3
"Institute of Engineering and Technology,Devi Ahiliya Vishwavidyala",2
Shree M. & N. Virani Science College,3
"Mody Institute of technology and Science, Lakshmangarh",3
ITM Universe,3
MNNIT Allahabad,2
Michigan State University,2
blank,3
sibar institute of dental sciences,3
Dr. D Y Patil College of Architecture,3
Galgotia's university,3
Jain University ,3
Sir M. Visvesvaraya Institute Of Technology,2
Dr. A.P.J. ABDUL KALAM UNIVERSITY,2
wilmington university,3
Government College of Tec,3
Veltech university,3
Rise Prakasam Group Of Institutions ,3
r a podar college of commerce and economics,3
Singhad College Of Enginnering,3
Lovely professional University ,3
"Government Dental College, Amritsar",3
shri vishnu engineering college for women ,3
"NIIT, Alwar",3
madan mohan malaviya engieering college,2
University of Maryland Baltimore County,2
"Apex International Institute of Technology, Kota",3
"Dr D.Y. Patil College of Engineering,Pune",3
rgpv,3
"Modern Education Society's College of Engineering, Savitribai Phule Pune University",3
Holy Mary Institute Of Technology And Science,3
UBC,1
Hyderabad Institute Of Technology And Management,3
" VPM'S B N Bandodkar College of Science,Thane",3
Brindavan College Of Engg,3
st.peters university,3
"NATIONAL POWER TRAINING INSTITUTE, Nagpur",3
Indraprastha Institute of information technology,2
Smt.Kashibai Navle College Of Engineering,3
CEPT ,2
"Vishwakarma Institute Of Technology , Bibwewadi",2
Indian Institute of Information Technology Nagpur,2
Shri Ram College of Commerce,1
Amrita School of Engineering,2
Korea University of Technology and Education,2
king mongkut's institute of technology ladkrabang,2
Rajiv Gandhi Institute of Medical Sciences,3
vidyasagar school,3
D Y Patil Institute of Engineering and Technology,3
Vignan Institute Of Engineering For women,3
Rajalakshmi institute of technology,3
Guru Nanak Dev University,2
Vishwa Vishwani Institute of Sytems and Management,3
Jssateb,2
Father Conceicao Rodrigues College of Engineering,2
rajiv Gandhi college of engineering and technology,3
Ganpat university,3
IMS Engineering College,3
G V Acharya institute of engineering and technology ,3
Vaageswari College Of Engineering,3
Institute Of Technical Education And Research,2
University College of Engineering Osmania University,2
"Rajaram shinde college of engineering,pedhambe",3
iiit trichy,2
"HNB Garhwal Central University, Srinagar Garhwal",2
Sri Sairam Engineering College ,3
Sri Sai Ram Engineering College,3
Maharshi Dayanand University,2
Stanley College Of Engineering & Technology For Women,3
Indian Institute of Technology,1
"St.joseph engineering college,vamanjoor",3
ABc,3
"Lahore University of Management Sciences, LUMS",2
Atharva College of Engineering,3
koneru Lakshmaiah education foundation,2
University of California - Santa Barbara,1
National institute of engineering ,2
vidyalankar school of information technology,3
sksvmacet laxmeshwar,3
abc,3
Dwarkadas J. Sanghvi College of Engineering,2
Vishwakarma institute of information and technology,2
Future Institute Of Engineering and Management,3
Nanjing University of aeronautics and astronautics,2
Columbia University in the city of New York,1
Daffodil International University,3
Narasaraopet Engineering College,3
Assam Science and Technology University,3
Neil Gifts Institute of Technology,3
"Government Engineering College, Ajmer",3
Nanyang Technological University,1
University of Texas Dallas,2
IIIT Bangalore,2
Nationa Institute of Technology Agartala,2
Radha Raman Institute of Technology & Science,3
"Dr. D. Y. Patil Institute of Engineering Management and Research, Akurdi",3
Vishnu Sree Institute Of Technology,3
MVN University,3
st.john college of engineering and technolo,3
"Sri Jayachamarajendra College Of Engineering, Mysore",2
Modern Education Society's College Of Engineering,3
karpagam institute of technology ,3
Bangalore Institute of technology ,2
Sri Venkateshwara College Of Engineering  t,2
Sandeep Foundation,3
Rmk Engeneering college ,2
PSIT,3
Asansol Engineering college,3
"Visvesvaraya Technological University, Belagaavi",3
central michigan ,3
vignan's lara institute of science and techonology,3
Padmabhushan Vasantdada Patil Pratishthan's College of Engineering,3
Mahatma Gandhi Institute of Technology,2
OSGU,3
"NBN Sinhgad School Of Engineering, Pune",3
Anurag Engineering College,3
Netaji Subhas institute of technology,2
Teegala krishna reddy college of pharmacy,3
Bnmit,2
Visvesvaraya Technological University,3
GB Pant University of Agriculture and Technoliogy,2
"Av College of Arts,Science and Commerce",3
"K J Somaiya Institute of Engineering and Information Technology, Mumbai",2
B R Harne college of engineering and technology,3
"Marathawada Mitra Mandal's college of commerce, pune",3
Meenakshi Sundararajan Engineering College,3
"Sri Venkateshwara College Of Engineering,  sriperumbudur, Chennai, Tamil Nadu ",2
"Indian Institute of information Technology, Design and Manufacturing, Jabalpur",2
"Renaissance University, Indore",3
Institute of engineering and technology DAVV,3
Birla Vishwakrma Mahavidyala,3
KLE College of Business Administration,3
BMS college of engineering,2
Univeristy of Pune,2
NIT,2
Charusat ,3
"SRM University , Chennai",2
Jodhpur Institute of Engineering & Technology,3
Chaitanya Engineering College,3
Priyadarshini College Of Engineering And Technology ,3
Amity global business school,3
SDM College Of Engineering And Technology,2
University of Nigeria Nsukka ,2
Veer Narmad South Gujarat University,3
"Indian Institute of Information Technology, Sri City",2
University of Missouri-Kansas city,2
"AKTU, LUCKNOW",2
Sri Venkateswara University College of  Engineering,2
GH PATEL COLLEGE OF ENGINEERING ,3
Rustam Ji Institute of Technology,3
Sardar Vallabhbhai National Institute of Technology ,2
MES College of Engineering Kuttippuram,3
zakir husain college of engineering and technology,2
College of Biomedical Engineering and Applied Sciences,3
Pandit Deendayal Energy University,2
Jaypee University of Engineering and Technology,3
MIT COE ,2
bharath inst of science and tech,3
MET  Bh,3
Anna university ,2
Sri Jayachamarajendra College Of Engineering,2
abc school,3
SCMS School Of Technology and Management,3
Geethanjali College Of Engineering And Technology,3
"Nitte Mahalinga Adyanthaya Memorial Institute of Technology, Nitte",2
AMBALIKA INSTITUTE OF MANAGEMENT AND TECHNOLOGY,3
"BMS College Of Engineering, Bengaluru",2
nmims mpstme,2
"Dr. D.Y. Patil Institute of Engineering, Management and Research",3
"MES College Of Engineering,Pune",3
"andhra university college of engineering, Visakhapatnam",2
Bits edu campus,3
Vnr Vjiet,2
soochow university,2
Symbiosis College Of Arts And Commerce,2
P A Aziz College of Engineering and Technology,3
Instituto Politecnico Nacional,2
United Institute of Technology,3
Global College of Technology,3
Bharath institute of higher education,3
university of chittagong,3
School of Engineering and Technology ,3
UPTU,2
ABC college,3
Pad Dr D Y Patil Institute of Engineering Management and Research ,3
Smt MMK College Of Commerce And Economics,3
vishwakrma government engineering college,2
sona college of technology,3
Bipin Tripathi kumaun Institute of technology,3
Kalinga University,3
"Amrita School of Engineering, Bangalore",2
"St.johns college of enginnering,palghar",3
ITMO University,2
Vidya Vardhaka College Of Enginering,3
International Institute of Information Technology Naya Raipur,2
RGPV ,2
FLAME University,2
"College Of Engineering, Pune",2
chirala engineering college,3
rgit,3
IGDTUW,2
Dvr & Dr. Hs MIC College of Technology,3
"Bharti Vidyapeeth College of Engineering, Pune",3
SIDDHARTHA DEGREE AND PG COLLEGE,3
Cross River University Of Technology,3
Chennai Institute of Technology,3
"Indian Institute of information Technology Guwahati , Guwahati",2
St Xavier's College,2
dronacharya college of engineering,3
Nalanda Institute of engineering & technology,3
ssit,3
"Audisankara Institute of Technology, ASIT",3
APIIT SD INDIA,3
Marathwada mitramandal's college of engineering Pune,3
Techno International Newtown,3
Fr Conceicao Ro,3
st francis college for women,3
Aditya engineering college,3
kgce karjat,3
Aot,3
Sir C R Reddy College Of Engineering,3
"Maharashtra Institute Of Technology , Kothrud",2
D.G.Ruparel College ,3
sagarmatha Engineering college,3
Andra University ,2
Loyola,2
Nepal College of Information Technology,3
V R Siddhartha Engineering College,2
Clemson University,2
Dr. DY Patil Institute of Technology ,3
podar,3
"Sri Venkateswara College, University of Delhi",2
"university college of technology, OU",2
"K. K. WAGH COLLEGE OF ENGINEERING, NASHIK",3
Universal College Of Engineering And Technology ,3
University of Waterloo,1
Sarabhai Institute of Science and Technology,3
Anna university,2
"JSS Academy of Technical Education, Noida",3
jss college of pharmacy,3
"narayana engineering college,nellore",3
Indira Gandhi Delhi Technical University for Women,2
Mit,2
Symbiosis International University ,2
"St Joseph Engineering College, Mangalore",3
Model Engineering College,3
Gauhati university,3
Kamala institute of technology and science,3
Private ,3
Shri Guru Gobind Singhji Institute of Engineering and Technology ,2
L d college of engineering,2
International Institute of Information Technology,2
Saveetha School Of Engineering,3
Birla Institute Of Technology Mesra,2
Gsksjti,3
University of California Merced,2
G.H Raisoni College of Engineering,3
